feature_index,meaning,block_type,importance_impurity
320,B__mean__OFM_component_18,species_block,0.0
321,B__mean__OFM_component_19,species_block,0.0
322,B__mean__OFM_component_20,species_block,0.0
323,B__mean__OFM_component_21,species_block,0.0
324,B__mean__OFM_component_22,species_block,0.0
325,B__mean__OFM_component_23,species_block,0.0
326,B__mean__OFM_component_24,species_block,0.0
327,B__mean__OFM_component_25,species_block,0.0
328,B__mean__OFM_component_26,species_block,0.0
329,B__mean__OFM_component_27,species_block,0.0
330,B__mean__OFM_component_28,species_block,0.0
331,B__mean__OFM_component_29,species_block,0.0
332,B__mean__OFM_component_30,species_block,0.0
333,B__mean__OFM_component_31,species_block,0.0
334,B__mean__atomic_mass_norm,species_block,1.9575902559715996e-05
335,B__mean__atomic_number_norm,species_block,2.2642667785638555e-05
336,B__mean__atomic_radius_norm,species_block,7.668347964683563e-06
337,B__mean__electron_affinity_norm,species_block,2.4471842861430674e-05
338,B__std__magmom,species_block,6.052617908084794e-06
339,B__std__OFM_component_0,species_block,0.0
340,B__std__OFM_component_1,species_block,0.0
341,B__std__OFM_component_2,species_block,0.0
342,B__std__OFM_component_3,species_block,0.0
343,B__std__OFM_component_4,species_block,0.0
344,B__std__OFM_component_5,species_block,0.0
345,B__std__OFM_component_6,species_block,0.0
346,B__std__OFM_component_7,species_block,0.0
347,B__std__OFM_component_8,species_block,0.0
348,B__std__OFM_component_9,species_block,0.0
349,B__std__OFM_component_10,species_block,0.0
350,B__std__OFM_component_11,species_block,0.0
351,B__std__OFM_component_12,species_block,0.0
352,B__std__OFM_component_13,species_block,0.0
353,B__std__OFM_component_14,species_block,0.0
354,B__std__OFM_component_15,species_block,0.0
355,B__std__OFM_component_16,species_block,0.0
356,B__std__OFM_component_17,species_block,0.0
357,B__std__OFM_component_18,species_block,0.0
358,B__std__OFM_component_19,species_block,0.0
359,B__std__OFM_component_20,species_block,0.0
360,B__std__OFM_component_21,species_block,0.0
361,B__std__OFM_component_22,species_block,0.0
362,B__std__OFM_component_23,species_block,0.0
363,B__std__OFM_component_24,species_block,0.0
364,B__std__OFM_component_25,species_block,0.0
365,B__std__OFM_component_26,species_block,0.0
366,B__std__OFM_component_27,species_block,0.0
367,B__std__OFM_component_28,species_block,0.0
368,B__std__OFM_component_29,species_block,0.0
369,B__std__OFM_component_30,species_block,0.0
370,B__std__OFM_component_31,species_block,0.0
371,B__std__atomic_mass_norm,species_block,0.0
372,B__std__atomic_number_norm,species_block,0.0
373,B__std__atomic_radius_norm,species_block,0.0
374,B__std__electron_affinity_norm,species_block,0.0
375,Ba__count,species_block,7.581135186151659e-05
376,Ba__mean__magmom,species_block,0.0
377,Ba__mean__OFM_component_0,species_block,0.0
378,Ba__mean__OFM_component_1,species_block,0.00010217928544371363
379,Ba__mean__OFM_component_2,species_block,0.0
380,Ba__mean__OFM_component_3,species_block,0.0
381,Ba__mean__OFM_component_4,species_block,0.0
382,Ba__mean__OFM_component_5,species_block,0.0
383,Ba__mean__OFM_component_6,species_block,0.0
384,Ba__mean__OFM_component_7,species_block,0.0
385,Ba__mean__OFM_component_8,species_block,0.0
386,Ba__mean__OFM_component_9,species_block,0.0
387,Ba__mean__OFM_component_10,species_block,0.0
388,Ba__mean__OFM_component_11,species_block,0.0
389,Ba__mean__OFM_component_12,species_block,0.0
390,Ba__mean__OFM_component_13,species_block,0.0
391,Ba__mean__OFM_component_14,species_block,0.0
392,Ba__mean__OFM_component_15,species_block,0.0
393,Ba__mean__OFM_component_16,species_block,0.0
394,Ba__mean__OFM_component_17,species_block,0.0
395,Ba__mean__OFM_component_18,species_block,0.0
396,Ba__mean__OFM_component_19,species_block,0.0
397,Ba__mean__OFM_component_20,species_block,0.0
398,Ba__mean__OFM_component_21,species_block,0.0
399,Ba__mean__OFM_component_22,species_block,0.0
400,Ba__mean__OFM_component_23,species_block,0.0
401,Ba__mean__OFM_component_24,species_block,0.0
402,Ba__mean__OFM_component_25,species_block,0.0
403,Ba__mean__OFM_component_26,species_block,0.0
404,Ba__mean__OFM_component_27,species_block,0.0
405,Ba__mean__OFM_component_28,species_block,0.0
406,Ba__mean__OFM_component_29,species_block,0.0
407,Ba__mean__OFM_component_30,species_block,0.0
408,Ba__mean__OFM_component_31,species_block,0.0
409,Ba__mean__atomic_mass_norm,species_block,6.519065512317181e-05
410,Ba__mean__atomic_number_norm,species_block,7.818156421708491e-05
411,Ba__mean__atomic_radius_norm,species_block,0.00012401935668442012
412,Ba__mean__electron_affinity_norm,species_block,3.818964771087412e-05
413,Ba__std__magmom,species_block,0.0
414,Ba__std__OFM_component_0,species_block,0.0
415,Ba__std__OFM_component_1,species_block,0.0
416,Ba__std__OFM_component_2,species_block,0.0
417,Ba__std__OFM_component_3,species_block,0.0
418,Ba__std__OFM_component_4,species_block,0.0
419,Ba__std__OFM_component_5,species_block,0.0
420,Ba__std__OFM_component_6,species_block,0.0
421,Ba__std__OFM_component_7,species_block,0.0
422,Ba__std__OFM_component_8,species_block,0.0
423,Ba__std__OFM_component_9,species_block,0.0
424,Ba__std__OFM_component_10,species_block,0.0
425,Ba__std__OFM_component_11,species_block,0.0
426,Ba__std__OFM_component_12,species_block,0.0
427,Ba__std__OFM_component_13,species_block,0.0
428,Ba__std__OFM_component_14,species_block,0.0
429,Ba__std__OFM_component_15,species_block,0.0
430,Ba__std__OFM_component_16,species_block,0.0
431,Ba__std__OFM_component_17,species_block,0.0
432,Ba__std__OFM_component_18,species_block,0.0
433,Ba__std__OFM_component_19,species_block,0.0
434,Ba__std__OFM_component_20,species_block,0.0
435,Ba__std__OFM_component_21,species_block,0.0
436,Ba__std__OFM_component_22,species_block,0.0
437,Ba__std__OFM_component_23,species_block,0.0
438,Ba__std__OFM_component_24,species_block,0.0
439,Ba__std__OFM_component_25,species_block,0.0
440,Ba__std__OFM_component_26,species_block,0.0
441,Ba__std__OFM_component_27,species_block,0.0
442,Ba__std__OFM_component_28,species_block,0.0
443,Ba__std__OFM_component_29,species_block,0.0
444,Ba__std__OFM_component_30,species_block,0.0
445,Ba__std__OFM_component_31,species_block,0.0
446,Ba__std__atomic_mass_norm,species_block,0.0
447,Ba__std__atomic_number_norm,species_block,0.0
448,Ba__std__atomic_radius_norm,species_block,0.0
449,Ba__std__electron_affinity_norm,species_block,0.0
450,Be__count,species_block,1.590212176598566e-08
451,Be__mean__magmom,species_block,0.0
452,Be__mean__OFM_component_0,species_block,0.0
453,Be__mean__OFM_component_1,species_block,1.8606812209241453e-08
454,Be__mean__OFM_component_2,species_block,0.0
455,Be__mean__OFM_component_3,species_block,0.0
456,Be__mean__OFM_component_4,species_block,0.0
457,Be__mean__OFM_component_5,species_block,0.0
458,Be__mean__OFM_component_6,species_block,0.0
459,Be__mean__OFM_component_7,species_block,0.0
460,Be__mean__OFM_component_8,species_block,0.0
461,Be__mean__OFM_component_9,species_block,0.0
462,Be__mean__OFM_component_10,species_block,0.0
463,Be__mean__OFM_component_11,species_block,0.0
464,Be__mean__OFM_component_12,species_block,0.0
465,Be__mean__OFM_component_13,species_block,0.0
466,Be__mean__OFM_component_14,species_block,0.0
467,Be__mean__OFM_component_15,species_block,0.0
468,Be__mean__OFM_component_16,species_block,0.0
469,Be__mean__OFM_component_17,species_block,0.0
470,Be__mean__OFM_component_18,species_block,0.0
471,Be__mean__OFM_component_19,species_block,0.0
472,Be__mean__OFM_component_20,species_block,0.0
473,Be__mean__OFM_component_21,species_block,0.0
474,Be__mean__OFM_component_22,species_block,0.0
475,Be__mean__OFM_component_23,species_block,0.0
476,Be__mean__OFM_component_24,species_block,0.0
477,Be__mean__OFM_component_25,species_block,0.0
478,Be__mean__OFM_component_26,species_block,0.0
479,Be__mean__OFM_component_27,species_block,0.0
480,Be__mean__OFM_component_28,species_block,0.0
481,Be__mean__OFM_component_29,species_block,0.0
482,Be__mean__OFM_component_30,species_block,0.0
483,Be__mean__OFM_component_31,species_block,0.0
484,Be__mean__atomic_mass_norm,species_block,2.4840944581443423e-08
485,Be__mean__atomic_number_norm,species_block,4.362477009677542e-08
486,Be__mean__atomic_radius_norm,species_block,4.695691224388102e-10
487,Be__mean__electron_affinity_norm,species_block,8.078864597455772e-09
488,Be__std__magmom,species_block,0.0
489,Be__std__OFM_component_0,species_block,0.0
490,Be__std__OFM_component_1,species_block,0.0
491,Be__std__OFM_component_2,species_block,0.0
492,Be__std__OFM_component_3,species_block,0.0
493,Be__std__OFM_component_4,species_block,0.0
494,Be__std__OFM_component_5,species_block,0.0
495,Be__std__OFM_component_6,species_block,0.0
496,Be__std__OFM_component_7,species_block,0.0
497,Be__std__OFM_component_8,species_block,0.0
498,Be__std__OFM_component_9,species_block,0.0
499,Be__std__OFM_component_10,species_block,0.0
500,Be__std__OFM_component_11,species_block,0.0
501,Be__std__OFM_component_12,species_block,0.0
502,Be__std__OFM_component_13,species_block,0.0
503,Be__std__OFM_component_14,species_block,0.0
504,Be__std__OFM_component_15,species_block,0.0
505,Be__std__OFM_component_16,species_block,0.0
506,Be__std__OFM_component_17,species_block,0.0
507,Be__std__OFM_component_18,species_block,0.0
508,Be__std__OFM_component_19,species_block,0.0
509,Be__std__OFM_component_20,species_block,0.0
510,Be__std__OFM_component_21,species_block,0.0
511,Be__std__OFM_component_22,species_block,0.0
512,Be__std__OFM_component_23,species_block,0.0
513,Be__std__OFM_component_24,species_block,0.0
514,Be__std__OFM_component_25,species_block,0.0
515,Be__std__OFM_component_26,species_block,0.0
516,Be__std__OFM_component_27,species_block,0.0
517,Be__std__OFM_component_28,species_block,0.0
518,Be__std__OFM_component_29,species_block,0.0
519,Be__std__OFM_component_30,species_block,0.0
520,Be__std__OFM_component_31,species_block,0.0
521,Be__std__atomic_mass_norm,species_block,0.0
522,Be__std__atomic_number_norm,species_block,0.0
523,Be__std__atomic_radius_norm,species_block,0.0
524,Be__std__electron_affinity_norm,species_block,0.0
525,Bi__count,species_block,1.5100215539409692e-06
526,Bi__mean__magmom,species_block,5.269306058352434e-07
527,Bi__mean__OFM_component_0,species_block,0.0
528,Bi__mean__OFM_component_1,species_block,3.482482435048761e-07
529,Bi__mean__OFM_component_2,species_block,0.0
530,Bi__mean__OFM_component_3,species_block,0.0
531,Bi__mean__OFM_component_4,species_block,6.674786669931041e-08
532,Bi__mean__OFM_component_5,species_block,0.0
533,Bi__mean__OFM_component_6,species_block,0.0
534,Bi__mean__OFM_component_7,species_block,0.0
535,Bi__mean__OFM_component_8,species_block,0.0
536,Bi__mean__OFM_component_9,species_block,0.0
537,Bi__mean__OFM_component_10,species_block,0.0
538,Bi__mean__OFM_component_11,species_block,0.0
539,Bi__mean__OFM_component_12,species_block,0.0
540,Bi__mean__OFM_component_13,species_block,0.0
541,Bi__mean__OFM_component_14,species_block,0.0
542,Bi__mean__OFM_component_15,species_block,0.0
543,Bi__mean__OFM_component_16,species_block,0.0
544,Bi__mean__OFM_component_17,species_block,6.884502298968021e-08
545,Bi__mean__OFM_component_18,species_block,0.0
546,Bi__mean__OFM_component_19,species_block,0.0
547,Bi__mean__OFM_component_20,species_block,0.0
548,Bi__mean__OFM_component_21,species_block,0.0
549,Bi__mean__OFM_component_22,species_block,0.0
550,Bi__mean__OFM_component_23,species_block,0.0
551,Bi__mean__OFM_component_24,species_block,0.0
552,Bi__mean__OFM_component_25,species_block,0.0
553,Bi__mean__OFM_component_26,species_block,0.0
554,Bi__mean__OFM_component_27,species_block,0.0
555,Bi__mean__OFM_component_28,species_block,0.0
556,Bi__mean__OFM_component_29,species_block,0.0
557,Bi__mean__OFM_component_30,species_block,0.0
558,Bi__mean__OFM_component_31,species_block,2.1904638725632865e-06
559,Bi__mean__atomic_mass_norm,species_block,5.168499430601798e-07
560,Bi__mean__atomic_number_norm,species_block,5.701035855926451e-07
561,Bi__mean__atomic_radius_norm,species_block,7.5829664085454665e-06
562,Bi__mean__electron_affinity_norm,species_block,3.359180108601193e-06
563,Bi__std__magmom,species_block,0.0
564,Bi__std__OFM_component_0,species_block,0.0
565,Bi__std__OFM_component_1,species_block,0.0
566,Bi__std__OFM_component_2,species_block,0.0
567,Bi__std__OFM_component_3,species_block,0.0
568,Bi__std__OFM_component_4,species_block,0.0
569,Bi__std__OFM_component_5,species_block,0.0
570,Bi__std__OFM_component_6,species_block,0.0
